X1,X2,Y
3.0292748769186075,4.6784700278990865,0.0
4.8788342130609115,0.24348165622586548,1.0
2.298272663116882,5.979081210038808,0.0
5.9400188457668905,5.711087437782549,1.0
2.5791927295202135,3.1079168791983234,0.0
2.6513314266491133,4.508272036456666,0.0
1.4040429115189794,4.372746336682456,0.0
5.126684372522537,5.039907193550992,1.0
5.899995308959234,3.830287003210314,1.0
2.7107681079314743,1.312348993397623,1.0
4.207146059419514,5.565410562979714,1.0
2.741753023245971,3.76744661739382,0.0
4.9364524466672535,5.537929277174293,1.0
3.6978708438762027,1.7926007740926084,1.0
1.212298579634204,5.623873563464413,0.0
2.487042458837588,2.1542261093950508,1.0
4.685720696966935,1.9851584708134695,1.0
3.5710954199100438,5.526335990891889,0.0
2.552719074709552,1.3982072536179169,1.0
4.358226127790386,4.600328073541426,1.0
5.422453835746192,2.8145860694015137,1.0
1.8903021948741767,5.372142558153104,0.0
2.2157841217057404,0.7886181654446496,1.0
3.3820243148225204,0.1759148310557621,1.0
1.4168820498958081,1.4708346161729966,0.0
5.639506983163603,0.4345047300421694,1.0
2.5206470625793944,2.951223433265263,0.0
2.006726544194057,0.2555717237918169,1.0
5.964330612829815,4.711680292711117,1.0
1.6609140480153586,4.150355299916869,0.0
3.784201101225329,0.5637032313141808,1.0
5.985958817753545,4.385912600887485,1.0
3.6781553380746246,4.675703780237939,1.0
3.672796637121197,3.7467395468293643,1.0
0.8647726278383028,0.6336864391196522,0.0
5.787343848126012,0.27090793236818045,1.0
5.34708869848947,4.465108456789216,1.0
2.3399327950158137,5.5067046383959575,0.0
1.3245813419469281,1.4580804963711933,0.0
3.749753006621739,3.388429021397113,1.0
4.163053270062377,1.095729080957173,1.0
2.2226251614930304,1.3031650666484962,1.0
5.337334727379682,0.8106553049455765,1.0
0.8442586095088105,2.190890555668662,0.0
0.03349918178779432,4.300823877883369,0.0
2.0130876849693156,2.159140864841122,0.0
4.472259478865827,3.92352507474467,1.0
4.126245905829882,5.732730662398135,0.0
1.99736973286186,1.274004871854989,0.0
1.3283149482531043,0.6809331158405934,0.0
4.051018783204777,3.070558335380407,1.0
5.847451942791726,2.522328753385771,1.0
3.9167784061909448,2.305011141486866,1.0
3.525993493076675,4.531722492741538,0.0
3.9883629279553343,1.0105289389144407,1.0
1.9547686752492053,2.226467133828603,0.0
2.0024245459864907,2.246990753455617,0.0
0.13312824873274431,4.908571578429497,0.0
1.9865857161034741,1.5530548520597698,0.0
1.6006843731894114,3.2802545374810386,0.0
1.6277807741281254,1.7055899707375535,0.0
1.0272112750121027,0.7739757744367612,0.0
2.1822485770836915,0.5864479397928941,1.0
5.687021620179446,2.754445587110187,1.0
3.179056395901185,0.8130238163003409,1.0
4.859894179485922,2.704673573116504,1.0
0.801210967503128,3.7917066581710808,0.0
2.6779698019767944,0.8738004391293253,1.0
0.4034394573101554,0.8214629477736743,0.0
0.5495330833594141,0.3500570771821361,0.0
4.965477261223314,2.9308770185230535,1.0
3.0740433222762023,1.850330681925397,1.0
4.779144174236486,1.4283288965381888,1.0
3.0693203987280713,0.7901864760761701,1.0
0.22296465293266632,1.8866379538419433,0.0
4.803296290853126,5.7940031623038815,1.0
0.7204226903056763,0.22435440605985058,0.0
3.092903980816913,3.2948945999053154,1.0
2.2066661126089775,4.179016990966831,0.0
3.8458291152266346,5.990679951249872,0.0
3.1801847279298596,0.8418718415919433,1.0
5.082161339250652,1.5373760386022073,1.0
5.6379711099949725,3.3663914064249756,1.0
5.882328887655725,1.0834089591890985,1.0
0.0417620126289886,4.383432697640147,0.0
1.657366570279692,3.083442771185884,0.0
1.0135489595116438,3.6659763580512994,0.0
4.714657786232202,5.262637424970165,1.0
5.349524824624292,0.29857238514505635,1.0
4.249563057516465,2.0571170572133717,1.0
2.3011452174827927,4.100634565296239,0.0
3.3512460105433086,0.30718465248354776,1.0
5.307560049357137,1.7076500796657887,1.0
2.177877465551716,2.755749426890863,0.0
0.24472974835635797,2.2651519506250235,0.0
4.924757960131336,5.918326560269234,1.0
5.985549697420227,0.7068389378118849,1.0
3.8080988529018045,0.8824104609444074,1.0
5.145251987436535,1.3912689779037708,1.0
4.199978054686193,4.808775882791542,1.0
3.9766443506485825,1.380955422871769,1.0
1.601381809534433,5.589822548659193,0.0
0.9027620173261743,4.896868523351184,0.0
0.06560378715633863,5.113215272917648,0.0
2.7012902807113424,4.907737758271702,0.0
5.133668574518424,5.4119360841642505,1.0
3.5589904563209913,4.70260880679383,0.0
5.217303106803767,0.8829760455831566,1.0
5.677233821426395,2.9690990032828974,1.0
5.280883585818197,5.525588441464736,1.0
5.35727798379316,3.6847371856253153,1.0
5.346110177492029,3.604097064579058,1.0
2.1964608221470594,0.7643768856662247,1.0
0.7836051824191907,2.136306456303726,0.0
4.3354748319154695,2.7330603152338533,1.0
3.1970311938154823,2.1231676681737963,1.0
0.42970856597781704,1.0472905311320768,0.0
2.537159727568601,2.2122858311117373,1.0
5.583080715987234,0.31981703584957977,1.0
3.8970269543879557,0.5217615420892885,1.0
2.142441620084254,0.6829590996629842,1.0
2.67723767193706,5.607074842087333,0.0
5.257153023106751,3.0389312911929824,1.0
0.30000231815491496,5.999469346158999,0.0
1.5481577343835,2.1914025641684844,0.0
4.967276432067848,2.149435324255272,1.0
2.3073955325675195,4.171039564616883,0.0
3.9792116437215226,5.6215568218136,0.0
2.899951131597045,0.8855243443391176,1.0
5.395375284654033,4.889919083941448,1.0
0.6390946763403305,4.29904350778802,0.0
3.7597785476180157,0.594580524050131,1.0
0.9928943582645524,4.014166558958262,0.0
4.532094640264601,1.2710615771145453,1.0
2.2391181769548503,3.6213573907124093,0.0
1.267934422918775,4.8781334028046395,0.0
4.137856304673208,3.0039633440897973,1.0
0.32271291275604885,3.5021036881370966,0.0
4.606782762812097,2.2874428468768864,1.0
2.47125073708472,1.8440200320102327,1.0
1.2389630620148222,2.613357184385862,0.0
5.659421023981425,5.004882979450843,1.0
2.1760965052331236,2.7369405853490325,0.0
0.9552303062618801,1.0122708589631668,0.0
